greywater_usage_liters,co2_levels_ppm,humidity_percentage,temperature_celsius,sunlight_hours_average,building_surface_area_sqm,wind_speed_kmh,wall_design,algae_type
881,389,20,17,6.5,58,19.754550278251006,1,Ulva
719,353,34,16,5.30015514244347,68,11.26954469890072,0,Ulva
899,319,31,16,7.936111077214824,29,14.420555630127389,0,Ulva
719,344,30,14,6.326823540699417,54,14.092583533023813,1,Ulva
837,311,29,16,5.6176671754046845,84,11.411493132036767,1,Ulva
874,347,21,13,7.519741026733891,69,17.293130188616242,1,Ulva
811,317,36,15,5.548471373777234,89,13.406336837566709,1,Ulva
486,352,26,14,10.740299539508475,16,12.221102697164643,1,Ulva
559,390,33,11,4.685145233694266,22,17.041608640896627,3,Ulva
563,352,41,11,4.352059512716277,22,19.28352389826978,3,Ulva
133,318,47,12,8.647832764535403,55,10.288390216084057,1,Ulva
442,333,34,13,7.127285036008784,81,12.99679417978287,1,Ulva
469,329,31,15,9.572238637507775,45,9.25970170311528,0,Ulva
697,389,39,17,6.279047840743685,63,6.61433172029088,0,Ulva
705,368,23,11,10.073153240900302,15,15.252408017959628,2,Ulva
849,321,25,17,6.904671896384318,83,14.03448287879139,1,Ulva
558,375,36,14,4.973796661070811,61,8.845585725613102,1,Ulva
210,329,40,13,8.962065594305676,70,17.55753984341417,0,Ulva
136,322,45,16,7.281164762267208,43,11.680194127044535,1,Ulva
879,337,23,17,8.318957421179972,76,18.197070505253535,1,Ulva
600,343,38,16,8.983096411189345,22,23.187722438369207,3,Ulva
707,336,34,14,7.429902971285827,73,12.281126137328425,1,Ulva
932,355,33,16,6.454529803394003,88,13.841715125208866,1,Ulva
575,349,37,14,7.20909474662373,20,15.95649365260974,1,Ulva
226,357,39,12,5.177409964484461,83,15.643293870758278,0,Ulva
569,349,37,16,7.0717934473993385,91,11.044716210601775,0,Ulva
706,370,24,11,9.720965358024747,19,14.409709329313944,2,Ulva
293,342,21,10,8.54959085054249,49,20.529623604013448,1,Ulva
570,391,38,11,3.990715142714298,26,21.146173907523576,2,Ulva
225,350,22,11,7.992781361775606,46,10.319922340731688,0,Ulva
931,323,32,13,7.731275007387837,68,9.672111780350715,0,Ulva
718,328,33,14,4.977888871577647,71,14.514074189482356,1,Ulva
447,372,37,16,10.40800860219732,67,16.2066379926756,1,Ulva
727,337,32,15,5.473747597600566,67,14.609994150679638,1,Ulva
734,335,36,15,5.141983072575182,72,14.707593741804384,1,Ulva
315,302,41,17,8.8,84,21.393093218563706,1,Ulva
813,377,30,12,7.6595704769177235,49,13.221191169018713,0,Ulva
876,352,21,11,7.003257329256576,67,16.283639325365126,1,Ulva
138,316,47,12,8.750677556335493,61,10.048419035217181,1,Ulva
878,357,21,10,6.75500969565871,67,14.679706145695032,0,Ulva
830,312,30,16,5.6690715738044855,89,10.934032737008057,1,Ulva
163,310,47,12,8.9810813712912,84,9.813126335204114,0,Ulva
219,317,32,14,6.6691870063471415,87,17.198900920048942,1,Ulva
837,376,32,13,9.778470313720566,40,10.700314579536013,0,Ulva
574,387,38,11,4.550897143782389,19,22.93684323455372,3,Ulva
868,322,37,15,6.1503019833539305,46,17.6085906879928,0,Ulva
446,364,38,15,9.771709754383926,76,15.75103154066944,1,Ulva
880,355,23,10,7.189387254128246,69,13.623112084552915,0,Ulva
857,315,36,15,5.030007368798007,43,19.344900521226915,1,Ulva
771,334,32,12,8.238555784318269,72,22.77426295900839,1,Ulva
884,342,30,15,9.732833603931537,81,10.442208711807027,0,Ulva
243,348,20,11,7.486572555491091,71,9.897236502718133,0,Ulva
586,350,39,16,7.474735332694738,49,16.259730770158377,1,Ulva
928,395,29,15,6.375861139677109,70,21.458624871453004,1,Ulva
204,356,27,11,8.811500696313423,30,11.958050487419396,1,Ulva
649,316,43,14,11.541115961675127,19,11.314978172461926,2,Ulva
544,361,36,12,4.5636630333856525,31,5.9726739332286956,0,Ulva
683,347,31,12,10.654789855577805,13,13.794141820574529,3,Ulva
578,328,33,16,10.025822929671442,91,18.254550879198096,0,Ulva
758,340,39,14,6.999468795234874,76,19.411910085247982,1,Ulva
924,315,28,12,6.759055442183887,84,8.218631065670763,0,Ulva
153,314,48,12,9.146072162258939,84,9.35438293372697,0,Ulva
772,332,36,12,7.650919461797221,75,21.919519217159596,1,Ulva
310,329,44,17,6.04843598387209,87,13.820219880100472,0,Ulva
506,324,29,14,11.406437009781484,18,6.966953737773144,0,Ulva
309,333,44,17,5.688538412076194,87,12.828803927606119,0,Ulva
774,380,23,11,3.3069340225336616,69,19.829562003219095,1,Ulva
643,318,42,16,11.481873657197822,50,11.699356767722977,1,Ulva
696,389,39,17,6.321275529790019,63,6.739003945094342,0,Ulva
556,379,34,13,5.031052781636619,52,9.947766046504913,1,Ulva
445,364,38,17,10.102768038172863,72,15.105536076345725,1,Ulva
241,308,27,14,7.679672503852043,12,5.827103328197276,0,Ulva
520,335,30,13,9.457393167844145,14,6.444263414433621,0,Ulva
121,354,46,14,8.65365300471774,87,12.590280254712003,0,Ulva
584,346,37,15,7.8953402886417345,21,18.453259348036948,2,Ulva
533,352,33,11,6.0846999413838985,15,6.210048607040548,0,Ulva
289,360,28,17,5.650723137364905,48,10.786118274870065,0,Ulva
442,333,34,13,7.069652635186374,81,13.10917736138657,1,Ulva
983,380,37,12,3.2736566586524303,51,7.583440132379328,0,Ulva
263,345,20,10,8.019718720371078,64,14.44465967375331,0,Ulva
452,379,30,15,9.998425167998956,43,17.571916106670145,2,Ulva
839,372,32,12,9.598275264406642,42,10.48046069981189,0,Ulva
895,324,24,15,7.816632465973951,78,14.06732965531054,0,Ulva
220,352,48,12,5.377653218519938,83,19.779603465689025,1,Ulva
248,347,20,11,7.609313050003011,69,10.944140720613916,0,Ulva
760,343,25,14,9.607018922119416,63,23.598264909671833,1,Ulva
565,316,40,12,7.144176881199828,52,17.36873608492191,2,Ulva
553,363,37,13,4.671963328398975,58,5.75607334320205,0,Ulva
147,321,48,12,9.059847415451989,85,9.921002698458361,0,Ulva
120,344,43,12,8.803590097813466,19,12.2192643988592,3,Ulva
556,378,36,11,4.180939097064828,17,15.033705282184826,1,Ulva
230,333,24,12,8.074985592230632,26,9.424860724896103,0,Ulva
304,344,23,13,7.679906705392305,28,18.548676384504695,2,Ulva
149,319,48,12,9.085595369304633,84,9.751801858855268,0,Ulva
853,384,28,15,8.614832975242667,46,14.320519632578367,0,Ulva
847,381,29,14,9.041439154804502,43,12.99330040727488,0,Ulva
495,334,43,16,10.557505280336274,26,19.16744191630098,0,Ulva
308,350,34,16,5.34676705550675,48,12.182006847476815,1,Ulva
776,381,34,13,5.194948489342389,60,15.93598389743515,1,Ulva
224,330,24,13,7.1,81,11.507097073553377,0,Ulva
907,328,31,13,8.510159374007753,84,6.995816728349748,0,Ulva
861,330,22,17,7.996068843198721,77,17.41781341391604,1,Ulva
107,332,45,12,8.051490739665658,29,11.985366662796368,2,Ulva
558,390,33,11,4.765328345296373,22,16.443319269711676,3,Ulva
924,311,27,12,7.109563791595946,79,7.715100672760778,0,Ulva
206,319,43,14,9.05844017394337,72,20.641555725811997,1,Ulva
710,359,25,12,8.738490726398503,29,14.864317032447522,2,Ulva
775,378,45,16,7.815396139380343,50,12.87443250842695,1,Ulva
557,378,35,13,5.010631386663717,55,9.554654193276562,1,Ulva
452,375,25,15,9.301124657229181,29,17.345848217591744,2,Ulva
935,321,25,16,10.813618886025441,25,7.895786287123193,0,Ulva
314,310,42,17,7.950880955119825,85,19.060917348065928,0,Ulva
205,325,44,13,9.513791264016133,63,20.53003572811869,1,Ulva
751,337,28,13,7.823271321321714,66,20.33057365191374,1,Ulva
126,370,43,13,9.30689932853319,55,13.331033557155603,1,Ulva
122,352,46,14,8.677721994830312,87,12.4321126054008,0,Ulva
823,314,32,16,5.621554760122619,89,11.908127417486314,1,Ulva
314,323,33,17,7.909914182390861,49,19.224234668066547,1,Ulva
891,325,23,15,7.930593061430798,78,14.781082858435006,0,Ulva
760,314,25,13,9.501781373768857,34,19.415951340938385,2,Ulva
729,346,29,17,6.951392873616948,64,16.713895375655497,1,Ulva
107,332,45,12,8.056269758743248,30,12.002571131475696,2,Ulva
937,350,37,17,8.140130136301545,63,13.007146611736555,1,Ulva
942,354,34,15,5.550764527455723,80,10.355333694873078,0,Ulva
611,336,39,16,9.647775575076817,20,20.92218511808749,3,Ulva
711,315,34,12,4.8056356090222785,77,15.73155941052476,1,Ulva
314,319,35,17,8.085755323918564,56,19.65406856957871,1,Ulva
139,372,41,12,9.952330268132656,28,13.115889910622448,2,Ulva
538,358,34,11,4.768924906404902,15,6.118675340722563,0,Ulva
836,311,29,17,5.555465286500911,89,11.094940924244991,1,Ulva
895,340,34,14,9.720321714155773,84,6.497514588288799,0,Ulva
234,324,25,13,7.943835384964114,20,8.157075387986428,0,Ulva
109,354,45,14,8.338004969446601,67,13.016817890007761,1,Ulva
550,313,45,11,5.260702579236852,26,16.438862627077967,2,Ulva
125,324,45,14,7.559888929893153,35,11.726648154982193,2,Ulva
548,368,35,11,4.341542767917601,16,10.536802498307162,0,Ulva
742,361,24,17,8.443207001441367,62,20.563315285920194,1,Ulva
150,320,45,18,6.94733226759525,52,11.624555377932541,1,Ulva
290,344,22,11,8.305776303501176,54,19.48141739396635,0,Ulva
124,324,45,14,7.571510676337104,35,11.72858511272285,2,Ulva
568,353,37,16,6.546717802682794,91,9.763175654005463,0,Ulva
866,333,21,17,8.43187201062091,75,18.768803232924828,1,Ulva
125,324,45,14,7.549713525251901,35,11.72495225420865,2,Ulva
298,343,22,12,8.195441457130297,40,19.722949985685677,1,Ulva
193,331,46,13,9.804935601146404,58,20.343455249661673,1,Ulva
470,353,35,15,10.935671054634108,51,12.523549326585659,0,Ulva
570,393,38,11,3.930805299738476,21,22.304430871722793,2,Ulva
253,313,27,15,7.5814581545956745,10,7.696669526469204,0,Ulva
313,330,30,16,7.621345860786296,37,18.518845437477612,2,Ulva
115,338,43,12,8.520180596636918,20,12.071398572158392,3,Ulva
166,355,42,12,10.082345263200432,33,16.228545262526914,2,Ulva
597,348,38,16,8.463660505866024,22,23.158320405992416,3,Ulva
518,331,30,13,10.119524219417096,14,6.490244737459521,0,Ulva
455,385,23,15,9.622907461321017,21,18.823641795596608,2,Ulva
916,318,29,12,7.548820165720695,84,7.391662284703243,0,Ulva
977,376,36,12,3.4884089481293494,56,7.868375496273627,0,Ulva
517,350,41,14,6.931650928187262,22,13.959443178605254,0,Ulva
289,365,30,18,4.8585307510330615,47,8.196078015960754,0,Ulva
677,315,38,14,8.44964837641268,64,13.002433808738452,1,Ulva
751,313,25,15,9.4,26,17.34663926916849,2,Ulva
856,366,27,11,8.245202121741245,52,12.585241143958061,0,Ulva
876,330,36,15,7.616025576174184,60,13.515626692947562,0,Ulva
278,332,22,11,8.515855638651534,43,17.147810246698583,0,Ulva
943,355,34,15,5.476075900747075,79,10.265267997959707,0,Ulva
900,375,25,18,6.5,70,17.116029590188383,1,Ulva
841,366,31,14,9.794767649508278,46,11.858428764191455,0,Ulva
216,316,40,14,8.990108335538658,47,16.1853721010862,0,Ulva
311,324,43,17,6.5649691468676075,86,15.243122555522085,0,Ulva
749,304,26,14,8.79152942882348,26,16.480951409987203,2,Ulva
866,333,21,17,8.401716903709156,75,18.675322401498388,1,Ulva
934,348,36,17,7.642479126844279,71,12.549845684127176,1,Ulva
445,349,30,16,8.575224215331778,52,13.571165919725244,1,Ulva
888,347,32,14,9.543560340873192,81,7.896745116794936,0,Ulva
473,361,36,16,9.86483083932754,25,21.707206896871927,1,Ulva
442,342,31,16,8.377418357396314,59,12.542575458460835,1,Ulva
960,351,31,14,6.985107877385845,38,7.649045376755503,0,Ulva
143,373,40,12,10.179084280151722,19,13.040305239949426,2,Ulva
799,379,42,15,8.613120220069222,44,10.77055344155016,0,Ulva
184,362,31,11,9.305070212040219,24,12.303549148428154,2,Ulva
772,349,24,11,7.853337038773152,66,23.473033166324708,1,Ulva
858,327,36,18,3.6968408887205766,84,24.067106349356628,1,Ulva
240,313,26,14,7.615988876803731,19,5.912014830928359,0,Ulva
913,347,29,15,6.5,84,12.501998450011543,1,Ulva
881,354,24,11,7.486044055472264,71,12.90151445966206,0,Ulva
860,346,24,16,9.074941590157312,64,16.94862732674472,0,Ulva
168,319,45,17,7.527118915628633,59,14.182525803784456,1,Ulva
907,336,31,15,10.456831355649786,62,6.887043098628084,0,Ulva
301,343,22,12,7.910307069751112,34,19.073477214433087,1,Ulva
865,339,30,14,4.550799114190038,77,20.63163771706843,1,Ulva
696,342,36,15,9.237111199418601,61,10.661893036821704,1,Ulva
760,372,38,17,8.327886702788243,53,15.220309814251024,1,Ulva
916,318,29,12,7.5789013179814795,84,7.379275927889979,0,Ulva
925,395,29,16,6.384407211910137,69,21.420167546404382,1,Ulva
109,353,45,13,8.323064311719376,65,12.963031522189752,1,Ulva
230,348,20,12,7.1248236936120675,73,6.566901741850576,0,Ulva
462,377,27,15,9.69218546033948,22,19.877165879598504,2,Ulva
224,355,46,12,4.6439097935595415,87,19.07415759855598,1,Ulva
443,333,34,11,6.558028148929043,88,14.106845109588367,1,Ulva
855,324,37,17,3.2774492339206382,86,23.624029213436494,1,Ulva
564,370,39,15,4.653371091632726,79,8.334825561767289,0,Ulva
723,373,30,19,7.826103773113923,64,13.923502356462723,0,Ulva
771,336,27,12,9.32826018008442,66,24.359287534668248,1,Ulva
727,342,30,16,6.297408697175806,66,15.64926997214666,1,Ulva
754,331,42,13,5.222080933401592,80,16.629942401638196,1,Ulva
109,327,45,12,7.939168156469319,24,11.789861359411553,2,Ulva
265,359,26,16,5.7122935580197245,58,7.444690877727124,0,Ulva
857,327,37,17,3.2561044157652477,85,24.173008509818587,1,Ulva
536,355,34,11,5.47200919743269,15,6.167500638710603,0,Ulva
179,320,46,16,8.202889331603997,62,16.58267590190385,1,Ulva
238,318,25,14,7.538053266564683,27,6.015928977913756,0,Ulva
875,336,36,16,6.932883730248173,85,14.720877145980062,0,Ulva
720,318,32,12,5.593868001668764,75,17.190527676602578,1,Ulva
742,353,28,17,8.750271607271179,65,20.351365252682093,1,Ulva
219,317,32,14,6.6853011931493045,87,17.183980376713606,1,Ulva
706,391,36,18,5.9924838552890405,66,5.652113241492861,0,Ulva
773,329,45,12,5.980557419886239,84,19.489901701652713,1,Ulva
222,341,41,13,5.417002112556525,87,18.358331377262477,1,Ulva
859,320,38,16,4.046372844339335,59,22.759830580451293,1,Ulva
464,329,32,15,9.339781435359239,49,9.55027320580095,0,Ulva
733,319,39,12,4.975770080567109,80,16.684312451175813,1,Ulva
131,371,42,13,9.556971608907846,44,13.24767613036405,2,Ulva
633,323,41,16,10.962313874222382,44,14.31793807391919,1,Ulva
529,318,35,12,8.928173802050267,18,10.255596869759792,1,Ulva
683,363,40,13,8.313713361485018,58,10.986286638514983,1,Ulva
883,393,21,18,6.780953618367602,58,19.791372208603516,0,Ulva
893,344,34,15,9.912268226907859,85,6.704379789210576,0,Ulva
775,382,47,16,7.604912720314134,49,11.531347834385429,1,Ulva
490,339,48,17,9.919116573959684,30,23.615358926548268,0,Ulva
570,393,37,11,3.9068299641259,19,22.849037959983665,3,Ulva
929,349,33,16,6.479381250797251,89,12.561865583941572,1,Ulva
907,318,25,13,7.39773345793788,80,11.44369902603199,0,Ulva
293,344,25,11,7.779380334628835,61,18.346252600979685,0,Ulva
551,387,31,11,5.173469150034882,23,12.930901378925235,2,Ulva
858,323,38,17,3.4779755941746595,75,23.865047455771496,1,Ulva
215,317,41,14,9.081120464891281,50,16.918019742374813,0,Ulva
930,316,26,14,8.937332736395636,52,7.804260133482714,0,Ulva
458,381,25,15,9.643352605931092,20,19.35953762286957,2,Ulva
314,303,41,17,8.8,83,21.38745123790118,1,Ulva
554,355,35,12,5.635555654455297,17,10.231489721528845,0,Ulva
707,336,34,14,7.355797541337047,73,12.37746319626184,1,Ulva
719,350,33,16,5.268674908122804,68,11.651804687080224,0,Ulva
446,360,37,15,9.286054648801809,79,15.651692996345824,1,Ulva
529,346,32,12,7.111932625515695,15,6.281384210105256,0,Ulva
510,324,29,14,11.676692160215985,15,6.78063575832611,0,Ulva
922,344,33,16,6.857553893246708,90,10.997491825707328,0,Ulva
706,363,35,17,7.739994757351491,70,8.627324071320967,0,Ulva
975,384,36,12,4.0818393233378405,60,11.818276955020284,0,Ulva
241,309,27,14,7.669042516004774,13,5.8412766453269676,0,Ulva
108,340,45,12,8.16504126772498,44,12.39414856380993,2,Ulva
774,381,46,17,7.67949778787818,49,11.906322026932921,1,Ulva
879,333,36,15,8.017797911940635,64,12.393696396845021,0,Ulva
649,316,43,14,11.500129300086833,11,11.499418149609252,2,Ulva
682,364,41,13,8.299774076706539,57,11.000225923293462,1,Ulva
236,327,24,13,7.4160739291511995,41,6.178568094465066,0,Ulva
843,312,31,16,5.44971611479553,72,13.678832450260346,1,Ulva
735,355,25,18,8.881752911218204,61,19.856341948494748,1,Ulva
720,331,33,14,5.019307101437485,70,14.237952657083436,1,Ulva
878,365,20,11,6.5,64,16.378554555599532,1,Ulva
773,329,46,12,5.807240893488051,85,19.23780493598262,1,Ulva
945,342,35,17,10.495233861811359,26,11.947661381886412,1,Ulva
118,368,44,14,8.868384691673626,73,13.477205102775459,1,Ulva
477,337,45,15,9.080258192480882,47,21.854593842706027,1,Ulva
924,312,28,12,6.783535215606057,84,7.908553935656605,0,Ulva
308,350,34,16,5.406997102373454,47,12.357534412631209,1,Ulva
566,379,39,13,4.370191118464052,56,13.80963837636166,1,Ulva
929,336,30,17,8.063994737246382,67,10.22036794225296,0,Ulva
538,366,30,12,7.473912222119017,20,10.891104512925306,1,Ulva
872,326,36,15,6.8328954221237215,53,15.702480708031874,0,Ulva
150,349,42,15,8.762370179012299,32,12.384948071604919,2,Ulva
863,330,29,18,5.7939465495268845,80,22.194690580779568,1,Ulva
155,325,44,18,7.202505752168516,52,11.761002300867407,1,Ulva
859,320,38,16,4.0544772387428205,58,22.74407203577785,1,Ulva
879,339,27,16,9.361548242622241,78,13.734272248749452,0,Ulva
265,359,25,16,5.7303165342682565,58,7.433720370445409,0,Ulva
502,330,37,15,11.015884415093545,21,14.125271433971003,0,Ulva
520,321,32,13,10.347441157866193,16,8.383809487451831,0,Ulva
806,378,40,14,8.946003725951968,43,10.530877317314582,0,Ulva
717,347,29,14,6.791724124597292,50,14.241351719871133,1,Ulva
526,354,38,12,5.96800770532346,19,10.844810618991897,0,Ulva
296,360,37,18,4.176218542842351,67,7.424201731854478,0,Ulva
225,332,24,13,7.1,80,10.953533977879616,0,Ulva
776,381,26,11,3.655005799618977,67,18.77632263625833,1,Ulva
530,318,35,12,8.819208020207544,19,10.399305364653818,1,Ulva
475,328,32,11,8.68687996322329,57,11.119680055165064,0,Ulva
955,393,35,14,6.301931737331644,80,21.700515527420304,1,Ulva
832,375,34,13,10.099406191060288,39,9.700427542436591,0,Ulva
842,379,31,14,9.432297525523799,42,11.77729658725929,0,Ulva
707,335,34,14,7.264144440321097,73,12.496612227582574,1,Ulva
110,326,45,12,8.080892108689696,27,11.611251746390709,2,Ulva
569,393,37,11,3.991038617471712,19,22.22071185424953,3,Ulva
857,326,37,17,3.1673465787623365,85,24.426416564598487,0,Ulva
836,311,29,17,5.563022026459206,89,11.053378854474369,1,Ulva
560,365,39,15,4.773436976815915,84,5.55312604636817,0,Ulva
832,311,29,16,5.684961290717496,89,10.60829354029134,1,Ulva
764,314,36,13,7.432896559888331,52,17.51158452102736,2,Ulva
504,370,29,12,6.638138243140629,17,11.466307747490205,1,Ulva
933,327,27,17,9.704577327296382,42,8.878073095848414,0,Ulva
529,322,46,13,6.910923135070869,27,19.0854427637929,2,Ulva
707,365,23,11,9.64150332444285,19,15.153281063821712,2,Ulva
872,343,21,15,7.959984979577471,71,18.153607005537786,1,Ulva
566,379,39,13,4.370267272471071,56,13.808166065559297,1,Ulva
290,348,23,12,7.729087228738581,52,17.59276067411885,0,Ulva
926,344,33,16,6.4993307275914045,90,11.534467529042686,1,Ulva
585,369,38,13,6.376747062649558,20,23.040193229961293,3,Ulva
922,328,27,16,10.692097986481583,42,7.424795397672189,0,Ulva
206,326,44,13,9.49395055036866,63,20.384064763426583,1,Ulva
247,347,20,11,7.583559364101789,70,10.724476929103492,0,Ulva
298,359,39,17,4.034158905187836,71,7.2930697586349265,0,Ulva
976,384,36,12,3.9872500662296755,59,11.39262529803354,0,Ulva
894,344,34,15,9.868254677612876,85,6.766236669300821,0,Ulva
708,391,36,19,5.962362437993163,68,5.899060496915009,0,Ulva
837,370,32,13,9.946745361849239,42,10.783729226923239,0,Ulva
775,360,33,11,3.9615863091887835,77,19.290880817297538,1,Ulva
749,304,26,14,8.82758723643446,26,16.48800619843283,2,Ulva
229,350,20,11,7.15230116292869,74,6.817921512202875,0,Ulva
918,344,33,16,7.247439508069482,89,10.449544475145593,0,Ulva
464,373,29,15,9.729491325800906,22,20.272608053489613,2,Ulva
850,340,36,14,7.039518009339124,36,16.409518210294998,0,Ulva
707,392,36,19,5.863610145711705,68,5.473877016258735,0,Ulva
862,318,36,15,5.340043883100289,39,20.926298467197256,1,Ulva
709,328,34,13,6.3968062142312085,74,13.624151921499429,1,Ulva
926,341,32,17,6.92361454442881,84,11.153406281830973,0,Ulva
555,311,44,11,4.796755472944008,25,15.596175134208245,2,Ulva
713,350,32,16,8.953988306263826,68,13.117801206485034,1,Ulva
860,315,37,15,4.951989127586316,38,20.398146777584746,1,Ulva
150,351,42,14,8.894469172510794,31,12.437787669004317,2,Ulva
211,353,25,11,8.62434852943351,32,11.827043970603455,1,Ulva
933,327,26,17,9.885495538457917,39,8.730049104898068,0,Ulva
729,331,31,15,5.8282371736723135,59,14.191136698523188,1,Ulva
290,344,22,11,8.318644951860017,54,19.523562217341553,0,Ulva
882,394,20,18,6.603279785725189,56,20.838971035707843,1,Ulva
235,323,26,13,7.93045436689475,19,8.027725546649247,0,Ulva
144,372,40,12,10.21551654391879,14,12.955921675088064,3,Ulva
769,337,25,12,9.687181078894998,64,24.720535104529965,1,Ulva
671,379,44,12,7.535031961167329,50,10.322475313922588,0,Ulva
560,370,38,15,4.87969212514805,77,7.034073409099962,0,Ulva
851,383,28,15,8.767200522786151,45,13.846487262443084,0,Ulva
867,333,24,18,7.4885854709953,76,20.68162011518277,1,Ulva
864,328,32,15,8.032171650043765,87,8.226958533294432,0,Ulva
708,334,34,14,7.189096289721364,73,12.594174823362227,1,Ulva
186,310,39,13,8.202566151806563,85,12.70475429328991,0,Ulva
866,326,33,13,5.316373388722444,43,19.590646465881143,1,Ulva
515,349,41,14,7.214611623837535,23,14.87401256990346,0,Ulva
210,316,39,14,8.42291551374157,77,19.394949661570003,1,Ulva
877,357,21,10,6.487541637742863,66,15.334077284997464,1,Ulva
866,339,22,17,8.843589392735314,70,18.58461786565742,0,Ulva
560,391,34,11,4.597605027319694,21,17.69479325769151,3,Ulva
683,335,38,16,9.893481589488156,64,10.537706261706488,1,Ulva
889,346,22,10,6.575638518772331,70,13.383824191100938,0,Ulva
449,369,38,16,10.54183819228059,70,15.57575400982543,0,Ulva
163,310,47,12,8.979335026578463,84,9.81961275842285,0,Ulva
732,362,26,19,8.896456539104527,62,18.53196565447782,0,Ulva
706,368,35,17,7.427703706678878,70,8.075609881799352,0,Ulva
886,376,25,17,7.947328134497405,67,15.188921415226455,0,Ulva
314,314,37,17,8.308673125258634,65,20.198978750632214,1,Ulva
451,378,31,16,10.070990854502668,47,17.330030484991106,1,Ulva
778,382,47,16,7.710941658833091,48,11.420122005640174,0,Ulva
301,340,25,15,7.103464526657095,12,15.344567573486486,2,Ulva
877,356,21,10,6.379563947376947,66,15.62942802629247,1,Ulva
305,344,23,14,7.592292457665768,26,18.349110598016473,2,Ulva
703,368,24,11,9.949496874301778,17,15.03319900444406,2,Ulva
458,362,41,17,10.394085061809381,61,18.09773496745534,1,Ulva
937,380,35,14,7.397424746252354,81,17.438440111048337,0,Ulva
494,335,43,16,10.504238550337416,26,19.753375946288422,0,Ulva
242,307,27,15,7.696442502127382,10,5.8569199659618905,0,Ulva
509,330,47,15,8.487285752103675,29,21.613571489222878,1,Ulva
311,346,26,16,6.829257464143894,16,16.502407466933633,2,Ulva
466,356,43,17,10.313041007760305,53,19.779399088973676,1,Ulva
487,340,48,17,10.081060986296025,30,23.999246454737865,1,Ulva
240,311,27,14,7.765681316032673,12,6.434919388315833,0,Ulva
980,378,37,12,3.849192490126721,49,8.191400517739496,0,Ulva
315,302,41,17,8.8,84,21.397442600543513,1,Ulva
444,333,34,10,6.22303405247847,93,14.760083597666982,1,Ulva
887,341,35,15,9.579403226428544,79,8.032987216765573,0,Ulva
515,349,41,14,7.209957485515746,23,14.858969729970537,0,Ulva
955,390,36,14,6.664596494166138,75,21.1549446641676,1,Ulva
909,325,31,13,8.257515597473448,84,7.099846518687404,0,Ulva
842,316,32,17,4.821491226277068,88,15.131798255476127,1,Ulva
581,327,41,14,7.192627195188557,24,19.778341809980493,3,Ulva
742,353,28,18,8.844420809260129,64,20.401884336676165,1,Ulva
635,322,41,16,11.034774797384253,45,13.952735021183358,1,Ulva
568,317,38,13,7.875435841864448,60,17.889293311157743,1,Ulva
290,345,22,11,8.272643216206188,53,19.372906533075266,0,Ulva
766,375,23,12,4.645298853208608,67,20.0207569790298,1,Ulva
569,362,39,16,5.492298902691114,80,8.28492967673471,0,Ulva
706,364,24,11,9.891479863070906,23,14.530079494415654,2,Ulva
772,351,24,11,7.49554140028143,66,23.196554718399288,1,Ulva
759,337,26,12,8.602025856015318,65,22.226671649428603,1,Ulva
881,354,21,10,6.520972894847079,67,14.768686663874014,0,Ulva
229,350,20,11,7.227000912594301,71,7.129170469142919,0,Ulva
676,368,42,12,8.170908335764372,54,11.129091664235629,1,Ulva
878,365,20,11,6.5,64,16.359640622796032,1,Ulva
151,320,45,18,6.942035440675579,52,11.62367257344593,1,Ulva
542,359,35,11,4.681818145530936,16,6.761508572038082,0,Ulva
133,318,47,12,8.641435989476019,55,10.303316024555954,1,Ulva
516,331,29,13,10.913964621482855,15,7.398128230494331,0,Ulva
926,344,33,16,6.498970965849057,90,11.552995258773562,1,Ulva
731,356,26,18,9.29196815044486,62,18.86345855756262,1,Ulva
542,374,30,12,6.686063549912003,21,11.691073933935504,2,Ulva
213,310,31,15,7.07261039278081,84,16.325246808200713,1,Ulva
288,365,29,18,4.803920390180383,46,8.004032401328395,0,Ulva
968,388,36,13,4.8797815521272225,67,15.409016984572501,0,Ulva
148,360,41,13,9.448225313247272,24,12.65929012529891,2,Ulva
736,334,37,14,5.1517376661395815,73,14.941703987349957,1,Ulva
446,363,38,15,9.650215395815911,77,15.726180421871437,1,Ulva
861,316,38,15,4.748623195957628,39,21.394343785637947,1,Ulva
473,337,44,17,9.447132846993414,43,19.92372014780686,1,Ulva
775,357,34,11,4.068342512920575,77,19.227797606001477,1,Ulva
710,318,34,12,5.263375427121031,76,15.09761194474266,1,Ulva
529,346,32,12,7.212206606304951,15,6.288347680993399,0,Ulva
555,311,44,11,4.797278278604183,25,15.61290491533384,2,Ulva
232,342,21,12,7.208792347700094,64,6.454943536399873,0,Ulva
776,382,44,16,7.021980768580638,51,12.566124360173488,1,Ulva
236,319,26,13,7.8700057689593494,17,7.443389099940373,0,Ulva
856,325,37,17,3.1479120687193656,86,24.33648362204349,1,Ulva
862,330,30,18,5.520548389798069,80,22.43879608053744,1,Ulva
783,325,45,12,5.363951398903512,88,17.188996322477994,1,Ulva
284,330,26,15,7.274505848011637,11,12.607906431813799,1,Ulva
768,378,43,17,7.9230951821629,51,13.151375375499267,1,Ulva
746,363,24,17,7.848302654518271,63,20.478328950645466,1,Ulva
660,364,45,12,8.702533468891172,48,11.231045585496595,1,Ulva
